experiment_id,symbol,policy_name,period_label,start_timestamp,end_timestamp,bar_count,initial_portfolio_value,final_portfolio_value,cumulative_return,maximum_drawdown,turnover,average_realized_exposure,total_fees,buy_count,sell_count,trade_count,final_cash,final_position_quantity,final_target_unexecuted
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,rule_based_demonstration_period,2024-01-01T00:00:00Z,2024-12-31T23:00:00Z,8784,1000.0,31.806726377151563,-0.9681932736228485,-0.9691333630513939,689.1284190585849,0.5058236520364872,689.1284190585884,4010,4772,8782,23.843519480388473,8.509881696976883e-05,True
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,execution_aligned_buy_and_hold,rule_based_demonstration_period,2024-01-01T00:00:00Z,2024-12-31T23:00:00Z,8784,1000.0,2192.6301781973702,1.19263017819737,-0.3231069072207683,0.9990009990009989,0.9997723132969034,0.9990009990009989,1,0,1,0.0,0.023431544180103556,True
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,zero_position,rule_based_demonstration_period,2024-01-01T00:00:00Z,2024-12-31T23:00:00Z,8784,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000.0,0.0,True
