experiment_id,symbol,policy_name,fill_index,side,order_created_at,executed_at,reference_price,fill_price,quantity,notional,fee,cash_flow
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,53,buy,2024-01-03T06:00:00Z,2024-01-03T07:00:00Z,45326.92,45349.583459999994,0.011025189032111766,499.9877301740291,0.4999877301740291,-500.4877179042031
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,54,sell,2024-01-03T07:00:00Z,2024-01-03T08:00:00Z,45011.77,44989.264115,0.01103386706009793,496.4055593765443,0.49640555937654435,495.90915381716775
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,55,buy,2024-01-03T08:00:00Z,2024-01-03T09:00:00Z,45200.0,45222.6,0.010986229848810048,496.8258779607973,0.4968258779607973,-497.3227038387581
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,56,sell,2024-01-03T09:00:00Z,2024-01-03T10:00:00Z,45344.66,45321.98767000001,2.5492992827320627e-05,1.1553931065912242,0.0011553931065912241,1.1542377134846329
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,57,sell,2024-01-03T10:00:00Z,2024-01-03T11:00:00Z,45151.91,45129.334045,0.010984755165360457,495.7346852600913,0.4957346852600913,495.23895057483116
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,58,buy,2024-01-03T11:00:00Z,2024-01-03T12:00:00Z,43702.89,43724.741445,0.0001325435684630457,5.795433261244329,0.005795433261244329,-5.801228694505574
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,59,buy,2024-01-03T12:00:00Z,2024-01-03T13:00:00Z,42789.39,42810.784694999995,9.015362110404744e-05,3.8595472625599827,0.003859547262559983,-3.8634068098225427
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,60,buy,2024-01-03T13:00:00Z,2024-01-03T14:00:00Z,42529.4,42550.6647,2.620921520019228e-05,1.115219528033525,0.001115219528033525,-1.1163347475615586
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,61,buy,2024-01-03T14:00:00Z,2024-01-03T15:00:00Z,42180.0,42201.09,3.571329654827157e-05,1.5071400418302978,0.0015071400418302978,-1.508647181872128
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,62,buy,2024-01-03T15:00:00Z,2024-01-03T16:00:00Z,43000.01,43021.510005,0.011323267325942358,487.1440585523187,0.48714405855231874,-487.631202610871
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,63,sell,2024-01-03T16:00:00Z,2024-01-03T17:00:00Z,42992.68,42971.18366,0.011410036849129801,490.3027890113244,0.49030278901132446,489.8124862223131
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,64,buy,2024-01-03T17:00:00Z,2024-01-03T18:00:00Z,42906.0,42927.452999999994,4.349006375749975e-06,0.18669176679170738,0.0001866917667917074,-0.18687845855849908
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,65,buy,2024-01-03T18:00:00Z,2024-01-03T19:00:00Z,42255.72,42276.84786,6.582577383014683e-05,2.7829062254838868,0.0027829062254838867,-2.7856891317093706
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,66,buy,2024-01-03T19:00:00Z,2024-01-03T20:00:00Z,42596.66,42617.95833,0.011434400936914774,487.3108226579468,0.4873108226579468,-487.79813348060475
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,67,sell,2024-01-03T20:00:00Z,2024-01-03T21:00:00Z,42721.02,42699.65949,2.5350350855500848e-05,1.0824513494819163,0.0010824513494819164,1.0813688981324345
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,68,sell,2024-01-03T21:00:00Z,2024-01-03T22:00:00Z,42917.61,42896.151195000006,1.9700195517218746e-05,0.8450625654776767,0.0008450625654776767,0.844217502912199
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,69,sell,2024-01-03T22:00:00Z,2024-01-03T23:00:00Z,42749.69,42728.315155000004,0.011433414660990677,488.53054493260714,0.48853054493260717,488.04201438767456
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,70,buy,2024-01-03T23:00:00Z,2024-01-04T00:00:00Z,42845.23,42866.652615,0.011408688058127052,489.05226778063127,0.48905226778063127,-489.5413200484119
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,71,sell,2024-01-04T00:00:00Z,2024-01-04T01:00:00Z,42874.0,42852.563,1.57047877853476e-05,0.6729904079732385,0.0006729904079732385,0.6723174175652653
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,72,sell,2024-01-04T01:00:00Z,2024-01-04T02:00:00Z,42708.01,42686.655995,0.011406531127471822,486.90667033464916,0.4869066703346492,486.41976366431453
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,73,buy,2024-01-04T02:00:00Z,2024-01-04T03:00:00Z,43138.5,43160.06925,0.011282202478592898,486.9406402685911,0.48694064026859113,-487.4275809088597
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,74,sell,2024-01-04T03:00:00Z,2024-01-04T04:00:00Z,43102.79,43081.238605000006,0.011332246240718298,488.20720422699935,0.48820720422699937,487.7189970227723
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,75,buy,2024-01-04T04:00:00Z,2024-01-04T05:00:00Z,43149.99,43171.56499499999,0.011296394139909368,487.68301382023435,0.4876830138202344,-488.1706968340546
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,76,sell,2024-01-04T05:00:00Z,2024-01-04T06:00:00Z,43183.74,43162.14813,1.6016085579409367e-05,0.691288658241224,0.000691288658241224,0.6905973695829828
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,77,sell,2024-01-04T06:00:00Z,2024-01-04T07:00:00Z,43155.46,43133.88227,0.011293685795310808,487.14051348930775,0.48714051348930776,486.65337297581846
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,78,buy,2024-01-04T07:00:00Z,2024-01-04T08:00:00Z,42763.08,42784.46154,3.4597104662421715e-05,1.4802184938247365,0.0014802184938247365,-1.4816987123185612
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,79,buy,2024-01-04T08:00:00Z,2024-01-04T09:00:00Z,42849.67,42871.094834999996,0.01133976019761858,486.14793483826446,0.48614793483826446,-486.6340827731027
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,80,sell,2024-01-04T09:00:00Z,2024-01-04T10:00:00Z,43007.73,42986.226135000004,2.835472894852888e-05,1.2188627905780933,0.0012188627905780933,1.2176439277875153
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,81,sell,2024-01-04T10:00:00Z,2024-01-04T11:00:00Z,43073.26,43051.72337000001,6.49542959235129e-06,0.27963943797921964,0.00027963943797921966,0.27935979854124043
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,82,sell,2024-01-04T11:00:00Z,2024-01-04T12:00:00Z,43176.33,43154.741835,1.0145511407312506e-05,0.43782692556661873,0.00043782692556661873,0.43738909864105213
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,83,sell,2024-01-04T12:00:00Z,2024-01-04T13:00:00Z,43378.11,43356.420945000005,1.9754821640333937e-05,0.8564983627317136,0.0008564983627317136,0.8556418643689819
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,84,sell,2024-01-04T13:00:00Z,2024-01-04T14:00:00Z,43346.67,43324.996665,0.011304201404378121,489.7544881451704,0.4897544881451704,489.2647336570252
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,85,buy,2024-01-04T14:00:00Z,2024-01-04T15:00:00Z,43676.07,43697.908035,0.011198699215320115,489.35972842268507,0.4893597284226851,-489.84908815110776
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,86,sell,2024-01-04T15:00:00Z,2024-01-04T16:00:00Z,44051.1,44029.07445,4.83636042203935e-05,2.1294047308900397,0.0021294047308900396,2.1272753261591495
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,87,sell,2024-01-04T16:00:00Z,2024-01-04T17:00:00Z,43915.7,43893.74215,0.011198342495162094,491.53715799003254,0.49153715799003256,491.0456208320425
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,88,buy,2024-01-04T17:00:00Z,2024-01-04T18:00:00Z,43990.01,44012.005005,0.011177361808976605,491.9381038793742,0.4919381038793742,-492.43004198325355
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,89,sell,2024-01-04T18:00:00Z,2024-01-04T19:00:00Z,44048.95,44026.925525,1.8176038567817136e-05,0.8002350963648127,0.0008002350963648128,0.7994348612684479
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,90,sell,2024-01-04T19:00:00Z,2024-01-04T20:00:00Z,43956.48,43934.50176000001,0.011173605153190637,490.9067752683992,0.4909067752683992,490.4158684931308
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,91,buy,2024-01-04T20:00:00Z,2024-01-04T21:00:00Z,44113.68,44135.73684,0.011125050438472044,491.01229848412873,0.49101229848412875,-491.50331078261286
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,92,sell,2024-01-04T21:00:00Z,2024-01-04T22:00:00Z,44430.86,44408.644570000004,4.226368695507567e-05,1.876873052205701,0.0018768730522057012,1.8749961791534955
rule_based_real_market_BTCUSDT_2024-01-01_2024-12-31_31e4ae5ef79d,BTCUSDT,previous_close_momentum_fractional,93,sell,2024-01-04T22:00:00Z,2024-01-04T23:00:00Z,44318.01,44295.85099500001,0.011112469401629308,492.2362888010687,0.49223628880106873,491.7440525122677
