dataset_id,source,source_base_url,venue,market_type,symbol,interval,start_timestamp,end_timestamp,expected_row_count,actual_row_count,timestamp_semantics,retrieval_date_utc,raw_archive_names,raw_archive_sha256,processed_filename,processed_sha256,processing_script,duplicate_timestamp_count,missing_timestamp_count,sorting_performed,filling_performed,interpolation_performed,deduplication_performed,repair_performed,strategy_results_inspected,future_ml_test_status
binance_spot_BTCUSDT_1h_2024,Binance Public Data,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h,Binance,spot,BTCUSDT,1h,2024-01-01T00:00:00Z,2024-12-31T23:00:00Z,8784,,bar_open_time,,,,BTCUSDT_1h_2024.csv,,scripts/prepare_binance_snapshot.py,,,False,False,False,False,False,False,designated_rule_based_demonstration_period_not_eligible_as_untouched_ml_final_test
