dataset_id,source,source_base_url,venue,market_type,symbol,interval,start_timestamp,end_timestamp,expected_row_count,actual_row_count,timestamp_semantics,retrieval_date_utc,raw_archive_names,raw_archive_sha256,processed_filename,processed_sha256,processing_script,duplicate_timestamp_count,missing_timestamp_count,sorting_performed,filling_performed,interpolation_performed,deduplication_performed,repair_performed,strategy_results_inspected,future_ml_test_status
binance_spot_BTCUSDT_1h_2024,Binance Public Data,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h,Binance,spot,BTCUSDT,1h,2024-01-01T00:00:00Z,2024-12-31T23:00:00Z,8784,8784,bar_open_time,2026-07-27T13:31:08Z,BTCUSDT-1h-2024-01.zip|BTCUSDT-1h-2024-02.zip|BTCUSDT-1h-2024-03.zip|BTCUSDT-1h-2024-04.zip|BTCUSDT-1h-2024-05.zip|BTCUSDT-1h-2024-06.zip|BTCUSDT-1h-2024-07.zip|BTCUSDT-1h-2024-08.zip|BTCUSDT-1h-2024-09.zip|BTCUSDT-1h-2024-10.zip|BTCUSDT-1h-2024-11.zip|BTCUSDT-1h-2024-12.zip,BTCUSDT-1h-2024-01.zip:cf873a185bd5b24b8e00034e49583fcb49928e0c3a45c6fc27a632a683655417|BTCUSDT-1h-2024-02.zip:b83aa7319ef1d4baa7b923c0fe802b88dfaf241c7456af295f1f656a24379b33|BTCUSDT-1h-2024-03.zip:b0851daf609d6ab82fdf8f1d1c4fbd974bc1b4e6530a832067516ac1c2be63a6|BTCUSDT-1h-2024-04.zip:e266707ad2ea3cd4680bf1ac5025f0c1bfeb38e703374a91f8dc193d1ec8d48f|BTCUSDT-1h-2024-05.zip:077c71eec71a8ecf2edb6e3a3927b600b8f358fd37066ce120c19fb5302a9ab8|BTCUSDT-1h-2024-06.zip:2e1f968fa34b9feabfb19cc6eec47a146e20d64a706f4b17d0babf4d2f475c39|BTCUSDT-1h-2024-07.zip:41fd58a70ae40bebb74682555cc5054709f8dde0f5c8193ae2103dac95274e5f|BTCUSDT-1h-2024-08.zip:88521a975ee7bfdd21f891d81f4243a01b90b977cf525d11747e27c66e3bad60|BTCUSDT-1h-2024-09.zip:123f402c6dbf19b9b72b4af7ad4d5325c73ba4833148cc398b803d7a34ac5c5f|BTCUSDT-1h-2024-10.zip:393b18ad2634f0cd3b2fd54321c8286ea143419cf3129b4cc44e089681912b03|BTCUSDT-1h-2024-11.zip:7a51fe8811c754ff43a2be0ba10e53a6d4218521e27ac765fbc9a1ca0fc15bac|BTCUSDT-1h-2024-12.zip:dfec812f73a84257b195cbdaed34d020fa77e845625c061c13bd6a60e7ef9372,BTCUSDT_1h_2024.csv,31e4ae5ef79de2b3e8546fb21bef57300e0a43c4cabab10bfd81e53803fc9db9,scripts/prepare_binance_snapshot.py,0,0,False,False,False,False,False,False,designated_rule_based_demonstration_period_not_eligible_as_untouched_ml_final_test
